,Hotel Name,Address,Rating (5),Price (2)
1666,Mughal's,"MF Road, West Pune",5.0,1000
1667,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1668,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1669,High Garden,"GS Bapat Road, West Pune",4.2,1000
1670,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1671,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1672,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1673,Wok Toss,TG West Pune,4.7,1000
1674,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1675,Fountain House,HG West Pune,4.4,1500
1676,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1677,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1678,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1679,Little Italy,"IS Nagar, West Pune",4.1,1500
1680,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1681,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1682,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1683,Madeline,"MS Nagar, West Pune",4.4,900
1684,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1685,Mughal's,"MF Road, West Pune",5.0,1000
1686,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1687,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1688,High Garden,"GS Bapat Road, West Pune",4.2,1000
1689,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1690,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1691,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1692,Wok Toss,TG West Pune,4.7,1000
1693,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1694,Fountain House,HG West Pune,4.4,1500
1695,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1696,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1697,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1698,Little Italy,"IS Nagar, West Pune",4.1,1500
1699,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1700,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1701,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1702,Madeline,"MS Nagar, West Pune",4.4,900
1703,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1704,Mughal's,"MF Road, West Pune",5.0,1000
1705,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1706,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1707,High Garden,"GS Bapat Road, West Pune",4.2,1000
1708,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1709,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1710,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1711,Wok Toss,TG West Pune,4.7,1000
1712,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1713,Fountain House,HG West Pune,4.4,1500
1714,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1715,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1716,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1717,Little Italy,"IS Nagar, West Pune",4.1,1500
1718,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1719,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1720,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1721,Madeline,"MS Nagar, West Pune",4.4,900
1722,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1723,Mughal's,"MF Road, West Pune",5.0,1000
1724,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1725,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1726,High Garden,"GS Bapat Road, West Pune",4.2,1000
1727,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1728,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1729,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1730,Wok Toss,TG West Pune,4.7,1000
1731,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1732,Fountain House,HG West Pune,4.4,1500
1733,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1734,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1735,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1736,Little Italy,"IS Nagar, West Pune",4.1,1500
1737,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1738,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1739,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1740,Madeline,"MS Nagar, West Pune",4.4,900
1741,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1742,Mughal's,"MF Road, West Pune",5.0,1000
1743,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1744,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1745,High Garden,"GS Bapat Road, West Pune",4.2,1000
1746,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1747,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1748,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1749,Wok Toss,TG West Pune,4.7,1000
1750,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1751,Fountain House,HG West Pune,4.4,1500
1752,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1753,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1754,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1755,Little Italy,"IS Nagar, West Pune",4.1,1500
1756,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1757,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1758,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1759,Madeline,"MS Nagar, West Pune",4.4,900
1760,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1761,Mughal's,"MF Road, West Pune",5.0,1000
1762,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1763,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1764,High Garden,"GS Bapat Road, West Pune",4.2,1000
1765,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1766,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1767,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1768,Wok Toss,TG West Pune,4.7,1000
1769,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1770,Fountain House,HG West Pune,4.4,1500
1771,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1772,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1773,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1774,Little Italy,"IS Nagar, West Pune",4.1,1500
1775,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1776,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1777,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1778,Madeline,"MS Nagar, West Pune",4.4,900
1779,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1780,Mughal's,"MF Road, West Pune",5.0,1000
1781,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1782,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1783,High Garden,"GS Bapat Road, West Pune",4.2,1000
1784,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1785,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1786,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1787,Wok Toss,TG West Pune,4.7,1000
1788,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1789,Fountain House,HG West Pune,4.4,1500
1790,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1791,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1792,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1793,Little Italy,"IS Nagar, West Pune",4.1,1500
1794,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1795,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1796,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1797,Madeline,"MS Nagar, West Pune",4.4,900
1798,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1799,Mughal's,"MF Road, West Pune",5.0,1000
1800,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1801,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1802,High Garden,"GS Bapat Road, West Pune",4.2,1000
1803,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1804,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1805,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1806,Wok Toss,TG West Pune,4.7,1000
1807,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1808,Fountain House,HG West Pune,4.4,1500
1809,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1810,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1811,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1812,Little Italy,"IS Nagar, West Pune",4.1,1500
1813,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1814,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1815,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1816,Madeline,"MS Nagar, West Pune",4.4,900
1817,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1818,Mughal's,"MF Road, West Pune",5.0,1000
1819,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1820,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1821,High Garden,"GS Bapat Road, West Pune",4.2,1000
1822,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1823,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1824,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1825,Wok Toss,TG West Pune,4.7,1000
1826,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1827,Fountain House,HG West Pune,4.4,1500
1828,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1829,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1830,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1831,Little Italy,"IS Nagar, West Pune",4.1,1500
1832,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1833,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1834,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1835,Madeline,"MS Nagar, West Pune",4.4,900
1836,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1837,Mughal's,"MF Road, West Pune",5.0,1000
1838,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1839,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1840,High Garden,"GS Bapat Road, West Pune",4.2,1000
1841,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1842,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1843,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1844,Wok Toss,TG West Pune,4.7,1000
1845,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1846,Fountain House,HG West Pune,4.4,1500
1847,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1848,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1849,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1850,Little Italy,"IS Nagar, West Pune",4.1,1500
1851,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1852,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1853,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1854,Madeline,"MS Nagar, West Pune",4.4,900
1855,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1856,Mughal's,"MF Road, West Pune",5.0,1000
1857,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1858,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1859,High Garden,"GS Bapat Road, West Pune",4.2,1000
1860,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1861,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1862,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1863,Wok Toss,TG West Pune,4.7,1000
1864,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1865,Fountain House,HG West Pune,4.4,1500
1866,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1867,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1868,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1869,Little Italy,"IS Nagar, West Pune",4.1,1500
1870,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1871,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1872,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1873,Madeline,"MS Nagar, West Pune",4.4,900
1874,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1875,Mughal's,"MF Road, West Pune",5.0,1000
1876,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1877,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1878,High Garden,"GS Bapat Road, West Pune",4.2,1000
1879,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1880,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1881,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1882,Wok Toss,TG West Pune,4.7,1000
1883,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1884,Fountain House,HG West Pune,4.4,1500
1885,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1886,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1887,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1888,Little Italy,"IS Nagar, West Pune",4.1,1500
1889,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1890,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1891,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1892,Madeline,"MS Nagar, West Pune",4.4,900
1893,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1894,Mughal's,"MF Road, West Pune",5.0,1000
1895,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1896,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1897,High Garden,"GS Bapat Road, West Pune",4.2,1000
1898,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1899,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1900,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1901,Wok Toss,TG West Pune,4.7,1000
1902,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1903,Fountain House,HG West Pune,4.4,1500
1904,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1905,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1906,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1907,Little Italy,"IS Nagar, West Pune",4.1,1500
1908,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1909,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1910,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1911,Madeline,"MS Nagar, West Pune",4.4,900
1912,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1913,Mughal's,"MF Road, West Pune",5.0,1000
1914,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1915,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1916,High Garden,"GS Bapat Road, West Pune",4.2,1000
1917,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1918,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1919,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1920,Wok Toss,TG West Pune,4.7,1000
1921,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1922,Fountain House,HG West Pune,4.4,1500
1923,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1924,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1925,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1926,Little Italy,"IS Nagar, West Pune",4.1,1500
1927,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1928,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1929,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1930,Madeline,"MS Nagar, West Pune",4.4,900
1931,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1932,Mughal's,"MF Road, West Pune",5.0,1000
1933,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1934,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1935,High Garden,"GS Bapat Road, West Pune",4.2,1000
1936,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1937,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1938,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1939,Wok Toss,TG West Pune,4.7,1000
1940,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1941,Fountain House,HG West Pune,4.4,1500
1942,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1943,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1944,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1945,Little Italy,"IS Nagar, West Pune",4.1,1500
1946,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1947,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1948,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1949,Madeline,"MS Nagar, West Pune",4.4,900
1950,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1951,Mughal's,"MF Road, West Pune",5.0,1000
1952,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1953,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1954,High Garden,"GS Bapat Road, West Pune",4.2,1000
1955,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1956,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1957,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1958,Wok Toss,TG West Pune,4.7,1000
1959,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1960,Fountain House,HG West Pune,4.4,1500
1961,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1962,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1963,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1964,Little Italy,"IS Nagar, West Pune",4.1,1500
1965,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1966,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1967,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1968,Madeline,"MS Nagar, West Pune",4.4,900
1969,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1970,Mughal's,"MF Road, West Pune",5.0,1000
1971,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1972,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1973,High Garden,"GS Bapat Road, West Pune",4.2,1000
1974,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1975,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1976,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1977,Wok Toss,TG West Pune,4.7,1000
1978,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1979,Fountain House,HG West Pune,4.4,1500
1980,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1981,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1982,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1983,Little Italy,"IS Nagar, West Pune",4.1,1500
1984,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1985,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1986,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1987,Madeline,"MS Nagar, West Pune",4.4,900
1988,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1989,Mughal's,"MF Road, West Pune",5.0,1000
1990,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1991,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1992,High Garden,"GS Bapat Road, West Pune",4.2,1000
1993,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1994,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1995,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1996,Wok Toss,TG West Pune,4.7,1000
1997,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1998,Fountain House,HG West Pune,4.4,1500
1999,Urban Tadka,"TS Nagar, West Pune",4.6,1100
2000,Pop Tate's,"TS Nagar, West Pune",4.4,1900
2001,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
2002,Little Italy,"IS Nagar, West Pune",4.1,1500
2003,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
2004,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
2005,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
2006,Madeline,"MS Nagar, West Pune",4.4,900
2007,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
2008,Mughal's,"MF Road, West Pune",5.0,1000
2009,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
2010,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
2011,High Garden,"GS Bapat Road, West Pune",4.2,1000
2012,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
2013,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
2014,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2015,Wok Toss,TG West Pune,4.7,1000
2016,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
2017,Fountain House,HG West Pune,4.4,1500
2018,Urban Tadka,"TS Nagar, West Pune",4.6,1100
2019,Pop Tate's,"TS Nagar, West Pune",4.4,1900
2020,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
2021,Little Italy,"IS Nagar, West Pune",4.1,1500
2022,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
2023,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
2024,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
2025,Madeline,"MS Nagar, West Pune",4.4,900
2026,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
2027,Mughal's,"MF Road, West Pune",5.0,1000
2028,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
2029,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
2030,High Garden,"GS Bapat Road, West Pune",4.2,1000
2031,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
2032,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
2033,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2034,Wok Toss,TG West Pune,4.7,1000
2035,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
2036,Fountain House,HG West Pune,4.4,1500
2037,Urban Tadka,"TS Nagar, West Pune",4.6,1100
2038,Pop Tate's,"TS Nagar, West Pune",4.4,1900
2039,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
2040,Little Italy,"IS Nagar, West Pune",4.1,1500
2041,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
2042,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
2043,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
2044,Madeline,"MS Nagar, West Pune",4.4,900
2045,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
2046,Mughal's,"MF Road, West Pune",5.0,1000
2047,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
2048,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
2049,High Garden,"GS Bapat Road, West Pune",4.2,1000
2050,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
2051,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
2052,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2053,Wok Toss,TG West Pune,4.7,1000
2054,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
2055,Fountain House,HG West Pune,4.4,1500
2056,Urban Tadka,"TS Nagar, West Pune",4.6,1100
2057,Pop Tate's,"TS Nagar, West Pune",4.4,1900
2058,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
2059,Little Italy,"IS Nagar, West Pune",4.1,1500
2060,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
2061,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
2062,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
2063,Madeline,"MS Nagar, West Pune",4.4,900
2064,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
2065,Mughal's,"MF Road, West Pune",5.0,1000
2066,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
2067,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
2068,High Garden,"GS Bapat Road, West Pune",4.2,1000
2069,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
2070,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
2071,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2072,Wok Toss,TG West Pune,4.7,1000
